"CountyName","DwellingTypeDescr","Year_of_Construction","TypeofRating","EnergyRating","BerRating","GroundFloorArea.sq.m.","UValueWall","UValueRoof","UValueFloor","UValueWindow","UvalueDoor","WallArea","RoofArea","FloorArea","WindowArea","DoorArea","NoStoreys","CO2Rating","MainSpaceHeatingFuel","MainWaterHeatingFuel","HSMainSystemEfficiency","MultiDwellingMPRN","TGDLEdition","MPCDERValue","HSEffAdjFactor","HSSupplHeatFraction","HSSupplSystemEff","WHMainSystemEff","WHEffAdjFactor","SupplSHFuel","SupplWHFuel","SHRenewableResources","WHRenewableResources","NoOfChimneys","NoOfOpenFlues","NoOfFansAndVents","NoOfFluelessGasFires","DraftLobby","VentilationMethod","FanPowerManuDeclaredValue","HeatExchangerEff","StructureType","SuspendedWoodenFloor","PercentageDraughtStripped","NoOfSidesSheltered","PermeabilityTest","PermeabilityTestResult","TempAdjustment","HeatSystemControlCat","HeatSystemResponseCat","NoCentralHeatingPumps","CHBoilerThermostatControlled","NoOilBoilerHeatingPumps","OBBoilerThermostatControlled","OBPumpInsideDwelling","NoGasBoilerHeatingPumps","WarmAirHeatingSystem","UndergroundHeating","GroundFloorUValue","DistributionLosses","StorageLosses","ManuLossFactorAvail","SolarHotWaterHeating","ElecImmersionInSummer","CombiBoiler","KeepHotFacility","WaterStorageVolume","DeclaredLossFactor","TempFactorUnadj","TempFactorMultiplier","InsulationType","InsulationThickness","PrimaryCircuitLoss","CombiBoilerAddLoss","ElecConsumpKeepHot","ApertureArea","ZeroLossCollectorEff","CollectorHeatLossCoEff","AnnualSolarRadiation","OvershadingFactor","CylinderStat","SolarStorageVolume","VolumeOfPreHeatStore","CombinedCylinder","ElectricityConsumption","SWHPumpSolarPowered","ChargingBasisHeatConsumed","gsdHSSupplHeatFraction","gsdHSSupplSystemEff","DistLossFactor","CHPUnitHeatFraction","CHPSystemType","CHPElecEff","CHPHeatEff","CHPFuelType","SupplHSFuelTypeID","gsdSHRenewableResources","gsdWHRenewableResources","SolarHeatFraction","DeliveredLightingEnergy","DeliveredEnergyPumpsFans","DeliveredEnergyMainWater","DeliveredEnergyMainSpace","PrimaryEnergyLighting","PrimaryEnergyPumpsFans","PrimaryEnergyMainWater","PrimaryEnergyMainSpace","CO2Lighting","CO2PumpsFans","CO2MainWater","CO2MainSpace","GroundFloorArea","GroundFloorHeight","FirstFloorArea","FirstFloorHeight","SecondFloorArea","SecondFloorHeight","ThirdFloorArea","ThirdFloorHeight","ThermalBridgingFactor","ThermalMassCategory","PredominantRoofTypeArea","PredominantRoofType","LowEnergyLightingPercent","TotalDeliveredEnergy","DeliveredEnergySecondarySpace","DeliveredEnergySupplementaryWater","LivingAreaPercent","CO2SecondarySpace","CO2SupplementaryWater","PrimaryEnergySecondarySpace","PrimaryEnergySupplementaryWater","HESSchemeUpgrade","RoomInRoofArea","PurposeOfRating","DateOfAssessment","FirstEnergyTypeId","FirstEnergyType_Description","FirstEnerProdComment","FirstEnerProdDelivered","FirstPartLTotalContribution","FirstEnerProdConvFactor","FirstEnerProdCO2EmissionFactor","FirstEnerConsumedComment","FirstEnerConsumedDelivered","FirstEnerConsumedConvFactor","FirstEnerConsumedCO2EmissionFactor","SecondEnergyTypeId","SecondEnergyType_Description","SecondEnerProdComment","SecondEnerProdDelivered","SecondPartLTotalContribution","SecondEnerProdConvFactor","SecondEnerProdCO2EmissionFactor","SecondEnerConsumedComment","SecondEnerConsumedDelivered","SecondEnerConsumedConvFactor","SecondEnerConsumedCO2EmissionFactor","ThirdEnergyTypeId","ThirdEnergyType_Description","ThirdEnerProdComment","ThirdEnerProdDelivered","ThirdPartLTotalContribution","ThirdEnerProdConvFactor","ThirdEnerProdCO2EmissionFactor","ThirdEnerConsumedComment","ThirdEnerConsumedDelivered","ThirdEnerConsumedConvFactor","ThirdEnerConsumedCO2EmissionFactor","FirstBoilerFuelType","FirstHeatGenPlantEff","FirstPercentageHeat","SecondBoilerFuelType","SecondHeatGenPlantEff","SecondPercentageHeat","ThirdBoilerFuelType","ThirdHeatGenPlantEff","ThirdPercentageHeat","SolarSpaceHeatingSystem","TotalPrimaryEnergyFact","TotalCO2Emissions","FirstWallType_Description","FirstWallDescription","FirstWallArea","FirstWallUValue","FirstWallIsSemiExposed","FirstWallAgeBandId","FirstWallTypeId","SecondWallType_Description","SecondWallDescription","SecondWallArea","SecondWallUValue","SecondWallIsSemiExposed","SecondWallAgeBandId","SecondWallTypeId","ThirdWallType_Description","ThirdWallDescription","ThirdWallArea","ThirdWallUValue","ThirdWallIsSemiExposed","ThirdWallAgeBandId","ThirdWallTypeId"
"Dublin 20","Semi-detached house",1972,"Existing       ","F ",384.01,88.8,1.7,0.4,0.84,3.7,0,73.83,44.4,44.4,29.83,0,2,71.32,"Mains Gas                     ","Mains Gas                     ",72,"NO",0,39.63,0.95,0.1,20,72,0.95,2,28,2,2,1,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",94,4,"NO",0,0.6,1,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,309.346,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,400.71,175,3998.751,16865.25,1081.917,472.5,4398.626,18551.775,257.657,112.525,811.746,3423.646,44.4,2.42,44.4,2.7,0,0,0,0,0.15,"Medium              ",44.4,"",100,28793.068,6408.795,944.562,29.7297,1300.985,607.353,7049.675,2550.317,0,0,"Private Letting","Dec 13 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","",63,1.78,"No",5,4,"300mm Cavity","",10.83,1.232,"Yes",5,4,"","",NA,NA,"",NA,NA
"Co. Cork","Semi-detached house",2000,"Existing       ","C1",164.13,123.25,0.55,0.2,0.41,3.1,3,101.36,64.72,64.72,16.74,3.98,2,30.53,"Mains Gas                     ","Mains Gas                     ",91.2,"NO",0,27.31,1,0.1,20,91.2,1,2,1,2,2,1,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,381.866,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,0.9,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,928.797,175,4008.526,7744.775,2507.752,472.5,4409.379,8519.253,597.216,112.525,813.731,1572.189,64.72,2.45,58.53,2.69,0,0,0,0,0.15,"Medium              ",64.72,"",33,16781.117,3924.019,0,19.2211,796.576,0,4316.421,0,1,0,"Grant Support","Dec 29 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",101.36,0.55,"No",9,10,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Meath","Mid-floor apartment",2003,"Existing       ","C1",173.41,70.2,0.64,0.36,0,2.7,2.16,39.9,6.7,0,9.1,3.7,1,32.7,"Mains Gas                     ","Mains Gas                     ",73,"NO",0,28.36,0.95,0.1,100,73,0.95,28,28,2,2,0,0,5,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0,1,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,267.147,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,633.555,175,3382.343,3238.143,1710.599,472.5,3720.577,3561.957,407.376,112.525,686.616,657.343,70.2,2.4,0,0,0,0,0,0,0.15,"High                ",6.7,"",0,8431.461,249.697,752.723,48.0057,160.555,484.001,674.182,2032.352,0,0,"Sale","Jan 11 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","",33.6,0.55,"No",9,4,"","",6.3,1.13,"No",9,14,"","",NA,NA,"",NA,NA
"Co. Donegal","Detached house",2007,"Existing       ","B3",146.08,160.25,0.37,0.21,0.37,2.01,3,175.98,82.27,80.61,21.63,4.45,2,35.23,"Heating Oil                   ","Heating Oil                   ",97,"NO",0,34.47,0.95,0.1,65,97,0.95,15,28,2,2,0,1,5,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",95,2,"NO",0,0,2,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,451.978,"YES","NO ","NO ","YES","None                          ","None                          ",117,0,0.6,1.3,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1294.399,230,3441.381,9723.029,3494.877,621,3785.519,10695.332,832.299,147.89,936.056,2644.664,80.61,2.47,79.64,2.69,0,0,0,0,0.15,"High                ",72.09,"Main Ceiling                  ",21,17378.914,1530.754,1159.351,12.9048,564.848,745.463,1683.829,3130.248,0,0,"Sale","Jan 14 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","",175.98,0.37,"No",10,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Wexford","Detached house",1982,"Existing       ","D2",271.84,108.59,0.6,0.26,0.57,2.8,2.97,90.89,108.59,108.59,13.75,3.73,1,66.54,"Heating Oil                   ","Heating Oil                   ",79,"NO",0,48.22,0.95,0.1,60,79,0.95,15,28,2,2,1,1,0,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0.6,1,1,2,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,351.878,"YES","NO ","NO ","YES","None                          ","None                          ",206,0,0.6,1.3,"Factory Insulated             ",15,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,720.318,360,3986.838,15428.878,1944.859,972,4385.522,16971.766,463.164,231.48,1084.42,4196.655,108.59,2.39,0,0,0,0,0,0,0.15,"Medium-high         ",108.59,"",53,23710.066,2142.9,1071.132,13.6845,790.73,688.738,2357.19,2892.056,1,0,"Sale","Jan 23 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",90.89,0.6,"No",6,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Louth","Detached house",1973,"Existing       ","E1",303.48,136.95,0.6,0.13,0.73,3.46,3.6,87.57,120.45,136.95,49.96,5.73,1,56.25,"Mains Gas                     ","Mains Gas                     ",91,"NO",0,38.46,0.95,0.1,20,91,0.95,2,1,2,2,1,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,4,"NO",0,0.6,1,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,408.781,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,1.3,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1137.096,175,5141.94,19865.646,3070.159,472.5,5656.134,21852.211,731.153,112.525,1043.814,4032.726,136.95,2.55,0,0,0,0,0,0,0.15,"High                ",120.45,"",16,35866.229,9546.547,0,13.6692,1937.949,0,10501.202,0,0,0,"Grant Support","Feb  1 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",87.57,0.6,"No",5,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Cork","Detached house",1993,"Existing       ","E1",317.77,134.38,0.6,0.13,0.57,3.04,3.13,86.89,134.38,134.38,32.03,1.85,1,72.98,"Electricity                   ","Electricity                   ",100,"NO",0,66.02,1,0.2,30,100,1,8,1,2,2,1,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0.3,2,1,0,"NO ",0,"NO ","NO ",0,"NO ","NO ",0,403.797,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1,"Loose Jacket                  ",60,"Electric immersion heater     ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1127.885,0,3391.979,8242.784,3045.29,0,9158.343,22255.517,725.23,0,2181.042,5300.11,134.38,2.49,0,0,0,0,0,0,0.15,"High                ",134.38,"",14,19631.635,6868.987,0,28.0324,2692.643,0,8242.784,0,1,0,"Grant Support","Jan 25 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",86.89,0.6,"No",7,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Tipperary","Semi-detached house",1995,"Existing       ","C2",177.8,135.96,0.55,0.29,0.41,3.1,3.04,101.12,78.59,78.59,23.74,3.62,2,37.57,"Mains Gas                     ","Mains Gas                     ",90.1,"NO",0,29.88,0.95,0.1,30,90.1,0.95,8,1,2,2,1,0,8,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",90,3,"NO",0,0,2,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,406.87,"YES","NO ","NO ","NO ","None                          ","None                          ",106,0,0.6,0.9,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1006.172,175,4465.762,10853.132,2716.664,472.5,4912.338,11938.445,646.969,112.525,906.55,2203.186,59.64,2.44,16.68,2.41,59.64,2.66,0,0,0.15,"Medium-high         ",59.64,"main                          ",36,19940.911,3440.845,0,13.9526,1348.811,0,4129.014,0,1,0,"Grant Support","Feb  5 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","exposed walls",101.12,0.55,"No",8,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Cork","Semi-detached house",1979,"Existing       ","C3",215.33,132.4,0.27,0.45,0.64,2.15,3.01,114.42,108.86,69.5,15.86,3.7,3,53.53,"Heating Oil                   ","Heating Oil                   ",85,"NO",0,44.46,0.95,0.1,30,85,0.95,8,28,2,2,1,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,399.976,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",20,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1039.572,230,4303.354,11525.307,2806.844,621,4733.689,12677.838,668.445,147.89,1170.512,3134.884,69.5,2.41,43.7,2.59,0,0,0,0,0.15,"Medium              ",58.555,"RNR                           ",26,21851.966,3444.786,1308.947,12.5378,1350.356,841.653,4133.743,3534.157,1,19.2,"Grant Support","Feb 18 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","100MM EXTERNAL WALL INSULATION",114.42,0.27,"No",6,9,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Dublin 5","Mid-terrace house",1957,"Existing       ","D2",286.87,111.38,1.8,0.98,0.55,2.1,2.61,61.49,67.2,67.2,14.77,4.27,2,53.43,"Mains Gas                     ","Mains Gas                     ",78.1,"NO",0,29.56,0.95,0.1,40,78.1,0.95,2,28,2,2,1,1,1,0,"NO","Natural vent.",0,0,"Masonry                       ","Yes (Unsealed)                ",92,4,"NO",0,0,1,1,1,"YES",0,"NO ","NO ",0,"NO ","NO ",0,357.693,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,990.126,130,3706.577,16795.542,2673.34,351,4077.235,18475.096,636.651,83.59,752.435,3409.495,67.2,2.43,44.18,2.68,0,0,0,0,0.15,"Medium-high         ",24.08,"main roof                     ",3,26035.918,3461.748,951.925,13.1442,702.735,612.088,3807.923,2570.198,0,0,"Sale","Feb 21 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","orig",35.17,2.1,"No",4,10,"","rear ext  d/l",26.32,1.41,"No",4,10,"","",NA,NA,"",NA,NA
"Co. Kildare","Semi-detached house",2018,"Provisional    ","A2",49.21,177.03,0.18,0.12,0.14,1.21,1.8,140.76,54.84,59.97,28.84,2.26,3,8.97,"Mains Gas                     ","Mains Gas                     ",90.3,"NO",3,19.75,1.02,0,0,90.3,1.02,1,1,2,2,0,0,1,0,"NO","Whole house extract vent.",0.26,0,"Please select                 ","No                            ",0,2,"YES",0.25,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,481.052,"YES","YES","NO ","NO ","None                          ","None                          ",200,1.872,0.6,0.9,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,798.848,749.321,4578.435,-458.945,2156.89,2023.167,5036.279,-504.84,513.659,481.813,929.422,-93.166,58.9,2.59,59.97,2.93,58.16,2.45,0,0,0.15,"Medium-low          ",39.34,"",100,5667.659,0,0,13.1616,0,0,0,0,0,0,"Sale","Feb 22 2019 12:00AM",2,"Renewable Electrical","PV Output",1960,1960,2.08,0.409,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timber Frame","",140.76,0.18,"No",0,8,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Dublin","Semi-detached house",1975,"Existing       ","E2",356.12,92.4,2.4,0.68,0.73,3.62,3.05,79.3,46.2,46.2,21.07,1.85,2,76.49,"Mains Gas                     ","Mains Gas                     ",90.5,"NO",0,37.35,0.95,0.1,30,90.5,0.95,8,28,2,2,1,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",90,2,"NO",0,0.6,1,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,317.238,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,416.955,175,3222.327,16979.975,1125.779,472.5,3544.56,18677.973,268.102,112.525,654.132,3446.935,46.2,2.44,46.2,2.68,0,0,0,0,0.15,"Medium-high         ",46.2,"50mm observed                 ",100,27164.617,5408.436,961.924,16.8398,2120.107,618.517,6490.123,2597.195,0,0,"Sale","Feb 27 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","wallls",79.3,2.4,"No",5,7,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Carlow","End of terrace house",1980,"Existing       ","B3",142.1,101.58,0.5,0.15,0.64,2.35,1.4,100.32,62.32,62.52,13.56,3.95,2,32.49,"Electricity                   ","Electricity                   ",310,"NO",0,56.75,1,0.1,30,172,1,15,1,2,2,1,0,5,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0,3,1,1,"YES",0,"NO ","NO ",0,"NO ","NO ",0,337.092,"YES","NO ","NO ","NO ","None                          ","None                          ",200,0,1.08,0.81,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,458.38,130,1893.766,1950.464,1237.626,351,5113.168,5266.253,294.738,83.59,1217.692,1254.148,61.01,2.44,40.57,2.69,0,0,0,0,0.15,"Medium-high         ",40.57,"Main Attic                    ",100,6672.032,2239.422,0,40.7167,826.347,0,2463.364,0,0,0,"Social housing letting","Feb 22 2019 12:00AM",1,"Renewable Thermal","Heat pump",0,1487.48,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","pumped",100.32,0.5,"No",6,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Meath","Detached house",1979,"Existing       ","D2",273.05,124.94,0.87,0.49,0.57,2.4,3,102.23,124.94,124.94,23.99,3.37,1,67.78,"Heating Oil                   ","Heating Oil                   ",85,"NO",0,46.37,0.95,0.1,50,85,0.95,6,28,2,2,2,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,385.272,"YES","NO ","NO ","YES","None                          ","None                          ",117,0,0.6,1.3,"Loose Jacket                  ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,845.688,230,3973.106,18235.839,2283.358,621,4370.417,20059.423,543.777,147.89,1080.685,4960.148,124.94,2.59,0,0,0,0,0,0,0.15,"Medium              ",124.94,"Floored                       ",50,27732.526,3270.294,1177.599,15.9517,1180.576,757.196,3597.323,3179.517,0,0,"Sale","Mar  9 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Internal dri lined; age band F",80.949,0.87,"No",6,4,"300mm Cavity","onto unheated area",21.279,0.863,"Yes",6,4,"","",NA,NA,"",NA,NA
"Co. Roscommon","Detached house",2007,"Existing       ","C1",156.64,232.94,0.37,0.25,0.34,2.2,2.89,144.52,242.06,171.88,28.12,6.22,2,40.39,"Heating Oil                   ","Heating Oil                   ",92.4,"NO",0,37.32,1,0.1,30,92.4,1,15,1,2,2,2,0,6,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",91,1,"NO",0,0,3,2,1,"YES",1,"YES","NO ",0,"NO ","YES",0.34,565.783,"YES","NO ","NO ","NO ","None                          ","None                          ",250,0,0.6,0.9,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1545.178,230,5283.43,17531.768,4171.981,621,5811.773,19284.945,993.549,147.89,1437.093,4768.641,171.88,2.82,0,0,0,0,0,0,0.15,"Medium-high         ",131.242,"",53,30590.137,5999.761,0,12.3422,2213.912,0,6599.737,0,0,61.06,"Sale","Mar 20 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Ex Walls",144.522,0.37,"No",10,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Mayo","Detached house",1980,"Existing       ","E2",343.44,123.13,0.6,0.4,0.57,1.9,3.06,101.21,123.13,123.13,19.26,4.73,1,85.63,"Heating Oil                   ","Heating Oil                   ",65,"NO",0,60.21,0.95,0.1,60,65,0.95,15,1,2,2,2,2,1,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",95,0,"NO",0,0.6,1,1,1,"NO ",1,"NO ","YES",0,"NO ","NO ",0,381.617,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.17,"None                          ",0,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1083.467,230,6095.731,26136.984,2925.361,621,6705.304,28750.682,696.669,147.89,1658.039,7109.26,123.13,2.49,0,0,0,0,0,0,0.15,"Medium-high         ",123.13,"",5,36537.415,2991.233,0,17.112,1103.765,0,3290.356,0,0,0,"Sale","Mar 30 2019 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",101.21,0.6,"No",6,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
